上海凭安企业信用征信有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
上海创业接力企业服务有限公司	1	4	0	0	4	0.0	0.0	1.0	0	0	0	0.0	0.25	0.75	0.0
上海初生网络科技有限公司	1	6	0	0	0	0.0	0.0	0.0	0	0	6	0.0	0.6666666666666666	0.0	0.0
上海剑桥科技股份有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
上海加减乘除服装有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海动景眼镜集团有限公司	0	3	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海动西网络科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海北京深圳外企	0	2	0	0	2	0.0	0.0	1.0	0	0	2	0.0	0.0	0.0	0.0
上海千叶网络科技有限公司	0	1	0	0	1	0.0	0.0	1.0	0	1	0	0.0	0.0	0.0	0.0
上海千杉网络技术发展有限公司	1	2	0	0	2	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海华东电信研究院	1	1	0	0	1	0.0	0.0	1.0	0	0	1	1.0	0.0	0.0	0.0
上海华准能源科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海华府酒窖工程有限公司	1	4	0	0	0	0.0	0.0	0.0	0	0	4	0.0	0.5	0.5	0.0
上海华晨汽车租赁有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海华点云生物科技有限公司北京分公司	1	1	0	1	0	0.0	1.0	0.0	0	0	1	1.0	0.0	0.0	0.0
上海华瑞银行股份有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
上海华腾软件系统有限公司	1	2	0	1	1	0.0	0.5	0.5	0	0	0	0.0	1.0	0.0	0.0
上海华讯网络系统有限公司	1	1	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0.0	1.0	0.0	0.0
上海卓悠网络科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海卓约信息科技有限公司	1	1	0	1	0	0.0	1.0	0.0	0	0	0	0.0	0.0	1.0	0.0
上海南潮信息科技有限公司	1	8	0	0	0	0.0	0.0	0.0	0	4	4	0.0	0.125	0.0	0.0
上海博泰昉达网络科技有限公司	1	2	0	0	1	0.0	0.0	0.5	0	0	0	0.0	0.5	0.0	0.0
上海博辕信息技术服务有限公司	1	1	0	1	0	0.0	1.0	0.0	0	0	1	1.0	0.0	0.0	0.0
上海卫诚企业征信有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	0.0	0.0
上海即信信息科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
上海厚本金融信息服务有限公司	1	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	1.0	0.0	0.0
上海可九互动网络科技有限公司	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	1.0	0.0	0.0
上海同信生物科技有限公司	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	0.0	0.0
上海同策众心房产咨询有限公司	0	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	1.0	0.0
上海启司网络科技	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
上海启宝文化传播有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
上海和付信息技术有限公司	1	2	0	1	1	0.0	0.5	0.5	0	1	1	0.0	0.5	0.0	0.0
上海唯都企业管理咨询有限公司	1	2	0	0	1	0.0	0.0	0.5	0	0	0	0.0	1.0	0.0	0.0
上海嘉中投资管理咨询有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海图聚信息技术有限公司	1	6	1	0	4	0.16666666666666666	0.0	0.6666666666666666	0	0	2	0.0	1.0	0.0	0.0
上海圆享商务咨询有限公司南京分公司	0	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	1.0	0.0
上海圆享商务咨询有限公司杭州分公司	0	3	0	0	3	0.0	0.0	1.0	0	0	0	0.0	0.0	0.6666666666666666	0.0
上海均瑶（集团）有限公司	1	2	0	1	1	0.0	0.5	0.5	0	0	0	0.0	0.5	0.0	0.0
上海壤歌 一道网	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
上海复星高科技（集团）有限公司	1	6	0	5	1	0.0	0.8333333333333334	0.16666666666666666	0	1	2	0.0	0.0	0.0	0.0
上海多伦实业股份有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海大唐移动通信设备有限公司	0	3	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海大智慧股份有限公司	1	2	0	0	2	0.0	0.0	1.0	0	0	2	0.0	0.0	0.0	0.0
上海天旦网络科技发展有限公司	1	4	0	0	4	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
上海天玑科技股份有限公司	1	4	0	1	0	0.0	0.25	0.0	0	0	1	0.0	0.5	0.0	0.0
上海天缘迪柯信息技术有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海太阳能科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海奥腾计算机科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
上海好体信息科技有限公司	1	2	0	0	2	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
上海好居信息科技有限公司	1	2	0	2	0	0.0	1.0	0.0	0	0	2	0.0	0.5	0.0	0.0
上海威士顿信息技术股份有限公司	1	2	0	2	0	0.0	1.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海孚聚资产管理有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	1.0	0.0	0.0	0.0
上海安吉星信息服务有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
上海安畅网络科技股份有限公司	1	2	0	0	1	0.0	0.0	0.5	0	0	0	0.0	1.0	0.0	0.0
上海安硕信息技术股份有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
上海宝冶集团有限公司工程物资设备分公司	0	5	0	0	0	0.0	0.0	0.0	1	0	4	0.0	0.0	1.0	0.0
上海宝康电子控制工程有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海宝玉石交易中心有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海宝钢工业技术服务有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海实建实业有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海富可信息技术发展有限公司	1	2	0	2	0	0.0	1.0	0.0	0	0	2	0.0	1.0	0.0	0.0
上海尊溢商务信息咨询有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海小腰信息科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
上海届远信息技术有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海巨人网络科技有限公司	1	1	0	1	0	0.0	1.0	0.0	0	0	0	0.0	0.0	1.0	0.0
上海希尔企业管理咨询股份有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
上海希楷实业有限公司	1	1	0	0	1	0.0	0.0	1.0	1	0	0	0.0	0.0	0.0	0.0
上海帝联信息科技股份有限公司	0	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	1.0	0.0
上海平安汽车电子商务有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
上海幸福九号网络科技有限公司	1	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	0.0	1.0	0.0
上海广升信息技术有限公司	1	2	0	1	0	0.0	0.5	0.0	0	0	0	0.0	1.0	0.0	0.0
上海广群互联网金融信息服务有限公司	1	1	0	0	0	0.0	0.0	0.0	0	1	0	0.0	0.0	0.0	0.0
上海引跑信息科技有限公司	1	2	0	0	1	0.0	0.0	0.5	0	0	1	0.0	1.0	0.0	0.0
上海弘目智能科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
上海弘视通信技术有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	1.0	0.0
上海彭彤森商务咨询有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海微创软件股份有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
上海微谱化工技术服务有限公司	1	2	0	0	1	0.0	0.0	0.5	0	0	1	0.0	0.5	0.0	0.0
上海德拓信息技术有限公司	0	3	0	0	3	0.0	0.0	1.0	0	0	3	0.0	0.0	0.0	0.0
上海必盈特软件系统有限公司	1	2	0	0	2	0.0	0.0	1.0	0	0	2	0.0	1.0	0.0	0.0
